ShipmentID,TemplateID,ServiceDate,Status,CreatedBy,ClientID,ClientName,SiteID,SiteName,SiteRegion,WasteTypeID,WasteTypeName,WasteCategory,TreatmentMethod,ProfileNumber,WasteCodes,SourceCode,FormCode,TreatmentCode,EwcNumber,ManagementMethod,TriWasteCode,IsRegulatedRCRA,Quantity,UnitOfMeasure,WeightPerUnitLbs,StandardizedLbs,StandardizedKg,ContainerType,TargetLoadWeightLbs,ContainerLocation,ServiceFrequency,VendorID,VendorName,VendorType,VendorRiskLevel,TransporterName,ReceivingFacility,MilesToFacility,PlatformHaulCost,PlatformDisposalCost,PlatformFuelFee,PlatformEnvFee,PlatformOtherFee,PlatformTotalCost,CustomerHaulBilled,CustomerDisposalBilled,CustomerFuelBilled,CustomerEnvBilled,CustomerOtherBilled,CustomerTotalBilled,RebateCredit,MarginSpread,Notes
410702,15,2025-03-19,pending,jsmith,cli-3,Stellantis,site-8,Sterling Heights,Midwest,wt-1,Trash,Non Haz,Landfill,,,,,,,,,No,4.12,Ton,2000.0,8240.0,3737.61,42CY Compactor,16000,Loading Dock B,3x Week,vnd-3,Republic Services,Disposal,Level 1 - High,Republic Services,Republic Services #721,45.2,525.0,391.4,45.0,0.0,0.0,961.4,600.0,453.2,50.0,0.0,0.0,1103.2,0,141.8,
410703,16,2025-03-20,submitted,mchen,cli-3,Stellantis,site-8,Sterling Heights,Midwest,wt-4,Cardboard/OCC,Recycling,Recycling,,,,,,,,,No,10.06,Ton,2000.0,20120.0,9126.29,Trailer,16000,Recycling Bay,On Call,vnd-9,Pratt Industries,Recycler,Level 2 - Medium,Pratt Industries,Republic Services #721,45.2,0.0,50.3,0.0,0.0,0.0,50.3,0.0,0.0,0.0,0.0,0.0,-1552.5,1552.5,-1602.8,
410704,17,2025-03-21,submitted,ajohnson,cli-4,Ford Motor Company,site-10,Dearborn Plant,Midwest,wt-20,Paint Booth Mopping,Non Haz,Landfill,,,,,,,,,No,4.32,DM,459.0,1982.88,899.42,"Metal drums, barrels, kegs",3000,Paint Shop,On Call,vnd-6,Heritage Environmental,Disposal,Level 1 - High,Heritage Environmental,Heritage Thermal Services,120.3,350.0,864.0,40.0,20.0,0.0,1274.0,425.0,1036.8,50.0,25.0,0.0,1536.8,0,262.8,
410705,18,2025-03-23,submitted,sroberts,cli-4,Ford Motor Company,site-10,Dearborn Plant,Midwest,wt-22,Pallets (Wood),Recycling,Recycling,,,,,,,,,No,0.89,Lb,12000.0,10680.0,4844.37,Dump truck,15000,Yard,Once a Month,vnd-14,Millennium Recycling,Recycler,Level 1 - High,Millennium Recycling,Clearview Landfill,85.7,200.0,0.0,25.0,0.0,0.0,225.0,250.0,0.0,30.0,0.0,0.0,-120.5,400.5,-345.5,
410706,1,2025-03-24,submitted,jsmith,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-1,Trash,Non Haz,Landfill,,,,,,,,,No,3.77,Ton,2000.0,7540.0,3420.09,30CY Roll Off,2500,Dock 10,On Call,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,450.98,409.35,0.0,0.0,0.0,860.33,275.0,339.3,0.0,0.0,0.0,614.3,0,-246.03,Scheduled pickup
410707,2,2025-03-26,pending,mchen,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-1,Trash,Non Haz,Landfill,,,,,,,,,No,6.53,Ton,2000.0,13060.0,5923.92,42CY Compactor,16000,Dock 10,2x Week,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,450.98,709.03,0.0,0.0,0.0,1160.01,275.0,587.7,0.0,0.0,0.0,862.7,0,-297.31,
410708,3,2025-03-27,submitted,ajohnson,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-1,Trash,Non Haz,Landfill,,,,,,,,,No,1.8,Ton,2000.0,3600.0,1632.93,30CY Roll Off,2500,Trash Room,On Call,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,450.98,195.44,0.0,0.0,0.0,646.42,275.0,162.0,0.0,0.0,0.0,437.0,0,-209.42,
410709,4,2025-03-21,submitted,sroberts,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-2,Filter Cake,Non Haz,Landfill,,,,,,,,,No,8.26,Ton,2000.0,16520.0,7493.35,30CY Roll Off,16000,WWT,On Call,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,717.46,666.66,0.0,0.0,122.97,1507.09,400.0,371.7,0.0,0.0,75.0,846.7,0,-660.39,
410710,5,2025-03-23,submitted,jsmith,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-2,Filter Cake,Non Haz,Landfill,,,,,,,,,No,7.85,Ton,2000.0,15700.0,7121.41,30CY Roll Off,16000,WWT,On Call,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,717.46,633.57,0.0,0.0,122.97,1474.0,400.0,353.25,0.0,0.0,75.0,828.25,0,-645.75,
410711,6,2025-03-24,submitted,mchen,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-3,Paint Filter,Non Haz,Landfill,,,,,,,,,No,2.33,Ton,2000.0,4660.0,2113.74,30CY Roll Off,2000,WWT,On Call,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,717.46,188.05,0.0,0.0,122.97,1028.48,400.0,104.85,0.0,0.0,75.0,579.85,0,-448.63,
410712,7,2025-03-26,pending,ajohnson,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-4,Cardboard/OCC,Recycling,Recycling,,,,,,,,,No,10.08,Ton,2000.0,20160.0,9144.43,Trailer,16000,Trash Room,On Call,vnd-5,Domtar / New Indy,Recycler,Level 2 - Medium,New Indy,Kingsport Packaging,281.5,0.0,75.6,0.0,0.0,0.0,75.6,0.0,0.0,0.0,0.0,0.0,-1563.14,1563.14,-1638.74,
019928758FLE,8,2025-03-27,submitted,sroberts,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-5,MEK,Hazardous Waste,Incineration,41587,"D001, F005",G06,W209,H040,08 01 11*,,,Yes,6.3,DM,420.0,2646.0,1200.21,55gal Drum,420,Drum Pad,On Call,vnd-2,Safety Kleen,Disposal,Level 1 - High,Safety Kleen,Safety Kleen Nashville,26.9,30.0,787.5,0.0,0.0,0.0,817.5,0.0,0.0,0.0,0.0,0.0,0.0,0,-817.5,
019928759FLE,9,2025-03-28,submitted,jsmith,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-6,Paint and Solvent,Hazardous Waste,Incineration,41588,"D001, F005",G06,W209,H040,08 01 11*,,,Yes,9.76,DM,420.0,4099.2,1859.37,55gal Drum,420,Drum Pad,On Call,vnd-2,Safety Kleen,Disposal,Level 1 - High,Safety Kleen,Safety Kleen Nashville,26.9,30.0,1220.0,0.0,0.0,0.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1250.0,Scheduled pickup
019928760FLE,10,2025-03-30,submitted,mchen,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-7,Paint Solids,Hazardous Waste,Incineration,41589,"D001, F005",G06,W209,H040,08 01 11*,,,Yes,3.16,DM,300.0,948.0,430.01,55gal Drum,2000,Drum Pad,On Call,vnd-2,Safety Kleen,Disposal,Level 1 - High,Safety Kleen,Safety Kleen Nashville,26.9,30.0,1343.0,0.0,0.0,0.0,1373.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1373.0,
410716,11,2025-03-24,submitted,ajohnson,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-8,Ceramic Balls,Non Haz,Recycling,41590,,,,,,,,No,2.88,DM,550.0,1584.0,718.49,55gal Drum,550,Drum Pad,On Call,vnd-2,Safety Kleen,Disposal,Level 1 - High,Safety Kleen,Safety Kleen Nashville,26.9,0.0,3842.01,0.0,0.0,0.0,3842.01,0.0,0.0,0.0,0.0,0.0,0.0,0,-3842.01,
019928762FLE,12,2025-03-26,pending,sroberts,cli-2,General Motors,site-6,MPS Plant 550781,Midwest,wt-9,Broken Battery,Hazardous Waste,Recycling,,,,,,,RE,M93,Yes,1.13,Lb,105.0,118.65,53.82,"Fiberboard or plastic drums, barrels, kegs",500,Waste Dock,On Call,vnd-3,Republic Services,Disposal,Level 1 - High,Republic Services,Republic Services #721,45.2,150.0,96.05,25.0,0.0,0.0,271.05,200.0,113.0,30.0,0.0,0.0,343.0,0,71.95,
019928763FLE,13,2025-03-27,submitted,jsmith,cli-2,General Motors,site-6,MPS Plant 550781,Midwest,wt-10,Washer Fluid,Hazardous Waste,Fuel Blending,,,,,,,ER,M56,Yes,0.7,Lb,459.0,321.3,145.74,"Metal drums, barrels, kegs",1000,Chemical Storage,On Call,vnd-6,Heritage Environmental,Disposal,Level 1 - High,Heritage Environmental,Heritage Thermal Services,120.3,200.0,105.0,30.0,15.0,0.0,350.0,250.0,122.5,35.0,20.0,0.0,427.5,0,77.5,Emergency cleanup
410719,14,2025-03-28,submitted,mchen,cli-2,General Motors,site-6,MPS Plant 550781,Midwest,wt-1,Trash,Non Haz,Landfill,,,,,,,LF,M64,No,0.87,Lb,70780.0,61578.6,27931.62,"Metal boxes, cartons, cases (including roll-offs)",80000,Trash Compactor,2x Week,vnd-4,Waste Management,Disposal,Level 1 - High,Waste Management,Clearview Landfill,85.7,850.0,39.15,75.0,0.0,0.0,964.15,950.0,47.85,85.0,0.0,0.0,1082.85,0,118.7,
410720,15,2025-03-30,submitted,ajohnson,cli-3,Stellantis,site-8,Sterling Heights,Midwest,wt-1,Trash,Non Haz,Landfill,,,,,,,,,No,4.37,Ton,2000.0,8740.0,3964.4,42CY Compactor,16000,Loading Dock B,3x Week,vnd-3,Republic Services,Disposal,Level 1 - High,Republic Services,Republic Services #721,45.2,525.0,415.15,45.0,0.0,0.0,985.15,600.0,480.7,50.0,0.0,0.0,1130.7,0,145.55,
410721,16,2025-03-31,submitted,sroberts,cli-3,Stellantis,site-8,Sterling Heights,Midwest,wt-4,Cardboard/OCC,Recycling,Recycling,,,,,,,,,No,10.59,Ton,2000.0,21180.0,9607.1,Trailer,16000,Recycling Bay,On Call,vnd-9,Pratt Industries,Recycler,Level 2 - Medium,Pratt Industries,Republic Services #721,45.2,0.0,52.95,0.0,0.0,0.0,52.95,0.0,0.0,0.0,0.0,0.0,-1633.5,1633.5,-1686.45,
410722,17,2025-04-02,pending,jsmith,cli-4,Ford Motor Company,site-10,Dearborn Plant,Midwest,wt-20,Paint Booth Mopping,Non Haz,Landfill,,,,,,,,,No,4.68,DM,459.0,2148.12,974.37,"Metal drums, barrels, kegs",3000,Paint Shop,On Call,vnd-6,Heritage Environmental,Disposal,Level 1 - High,Heritage Environmental,Heritage Thermal Services,120.3,350.0,936.0,40.0,20.0,0.0,1346.0,425.0,1123.2,50.0,25.0,0.0,1623.2,0,277.2,Scheduled pickup
410723,18,2025-03-27,submitted,mchen,cli-4,Ford Motor Company,site-10,Dearborn Plant,Midwest,wt-22,Pallets (Wood),Recycling,Recycling,,,,,,,,,No,0.95,Lb,12000.0,11400.0,5170.96,Dump truck,15000,Yard,Once a Month,vnd-14,Millennium Recycling,Recycler,Level 1 - High,Millennium Recycling,Clearview Landfill,85.7,200.0,0.0,25.0,0.0,0.0,225.0,250.0,0.0,30.0,0.0,0.0,-147.5,427.5,-372.5,
410724,1,2025-03-28,submitted,ajohnson,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-1,Trash,Non Haz,Landfill,,,,,,,,,No,3.99,Ton,2000.0,7980.0,3619.67,30CY Roll Off,2500,Dock 10,On Call,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,450.98,433.23,0.0,0.0,0.0,884.21,275.0,359.1,0.0,0.0,0.0,634.1,0,-250.11,
410725,2,2025-03-30,submitted,sroberts,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-1,Trash,Non Haz,Landfill,,,,,,,,,No,6.85,Ton,2000.0,13700.0,6214.22,42CY Compactor,16000,Dock 10,2x Week,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,450.98,743.77,0.0,0.0,0.0,1194.75,275.0,616.5,0.0,0.0,0.0,891.5,0,-303.25,
410726,3,2025-03-31,submitted,jsmith,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-1,Trash,Non Haz,Landfill,,,,,,,,,No,1.94,Ton,2000.0,3880.0,1759.94,30CY Roll Off,2500,Trash Room,On Call,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,450.98,210.65,0.0,0.0,0.0,661.63,275.0,174.6,0.0,0.0,0.0,449.6,0,-212.03,
410727,4,2025-04-02,pending,mchen,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-2,Filter Cake,Non Haz,Landfill,,,,,,,,,No,8.78,Ton,2000.0,17560.0,7965.09,30CY Roll Off,16000,WWT,On Call,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,717.46,708.63,0.0,0.0,122.97,1549.06,400.0,395.1,0.0,0.0,75.0,870.1,0,-678.96,
410728,5,2025-04-03,submitted,ajohnson,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-2,Filter Cake,Non Haz,Landfill,,,,,,,,,No,8.27,Ton,2000.0,16540.0,7502.43,30CY Roll Off,16000,WWT,On Call,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,717.46,667.47,0.0,0.0,122.97,1507.9,400.0,372.15,0.0,0.0,75.0,847.15,0,-660.75,
410729,6,2025-04-04,submitted,sroberts,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-3,Paint Filter,Non Haz,Landfill,,,,,,,,,No,2.53,Ton,2000.0,5060.0,2295.18,30CY Roll Off,2000,WWT,On Call,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,717.46,204.2,0.0,0.0,122.97,1044.63,400.0,113.85,0.0,0.0,75.0,588.85,0,-455.78,
410730,7,2025-03-30,submitted,jsmith,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-4,Cardboard/OCC,Recycling,Recycling,,,,,,,,,No,10.77,Ton,2000.0,21540.0,9770.39,Trailer,16000,Trash Room,On Call,vnd-5,Domtar / New Indy,Recycler,Level 2 - Medium,New Indy,Kingsport Packaging,281.5,0.0,80.77,0.0,0.0,0.0,80.77,0.0,0.0,0.0,0.0,0.0,-1669.72,1669.72,-1750.5,Scheduled pickup
019928776FLE,8,2025-03-31,submitted,mchen,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-5,MEK,Hazardous Waste,Incineration,41587,"D001, F005",G06,W209,H040,08 01 11*,,,Yes,6.66,DM,420.0,2797.2,1268.79,55gal Drum,420,Drum Pad,On Call,vnd-2,Safety Kleen,Disposal,Level 1 - High,Safety Kleen,Safety Kleen Nashville,26.9,30.0,832.5,0.0,0.0,0.0,862.5,0.0,0.0,0.0,0.0,0.0,0.0,0,-862.5,
019928777FLE,9,2025-04-02,pending,ajohnson,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-6,Paint and Solvent,Hazardous Waste,Incineration,41588,"D001, F005",G06,W209,H040,08 01 11*,,,Yes,10.24,DM,420.0,4300.8,1950.81,55gal Drum,420,Drum Pad,On Call,vnd-2,Safety Kleen,Disposal,Level 1 - High,Safety Kleen,Safety Kleen Nashville,26.9,30.0,1280.0,0.0,0.0,0.0,1310.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1310.0,
019928778FLE,10,2025-04-03,submitted,sroberts,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-7,Paint Solids,Hazardous Waste,Incineration,41589,"D001, F005",G06,W209,H040,08 01 11*,,,Yes,3.4,DM,300.0,1020.0,462.66,55gal Drum,2000,Drum Pad,On Call,vnd-2,Safety Kleen,Disposal,Level 1 - High,Safety Kleen,Safety Kleen Nashville,26.9,30.0,1445.0,0.0,0.0,0.0,1475.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1475.0,
410734,11,2025-04-05,submitted,jsmith,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-8,Ceramic Balls,Non Haz,Recycling,41590,,,,,,,,No,3.06,DM,550.0,1683.0,763.4,55gal Drum,550,Drum Pad,On Call,vnd-2,Safety Kleen,Disposal,Level 1 - High,Safety Kleen,Safety Kleen Nashville,26.9,0.0,4082.13,0.0,0.0,0.0,4082.13,0.0,0.0,0.0,0.0,0.0,0.0,0,-4082.13,
019928780FLE,12,2025-04-06,submitted,mchen,cli-2,General Motors,site-6,MPS Plant 550781,Midwest,wt-9,Broken Battery,Hazardous Waste,Recycling,,,,,,,RE,M93,Yes,1.19,Lb,105.0,124.95,56.68,"Fiberboard or plastic drums, barrels, kegs",500,Waste Dock,On Call,vnd-3,Republic Services,Disposal,Level 1 - High,Republic Services,Republic Services #721,45.2,150.0,101.15,25.0,0.0,0.0,276.15,200.0,119.0,30.0,0.0,0.0,349.0,0,72.85,
019928781FLE,13,2025-04-07,submitted,ajohnson,cli-2,General Motors,site-6,MPS Plant 550781,Midwest,wt-10,Washer Fluid,Hazardous Waste,Fuel Blending,,,,,,,ER,M56,Yes,0.76,Lb,459.0,348.84,158.23,"Metal drums, barrels, kegs",1000,Chemical Storage,On Call,vnd-6,Heritage Environmental,Disposal,Level 1 - High,Heritage Environmental,Heritage Thermal Services,120.3,200.0,114.0,30.0,15.0,0.0,359.0,250.0,133.0,35.0,20.0,0.0,438.0,0,79.0,
410737,14,2025-04-02,pending,sroberts,cli-2,General Motors,site-6,MPS Plant 550781,Midwest,wt-1,Trash,Non Haz,Landfill,,,,,,,LF,M64,No,0.93,Lb,70780.0,65825.4,29857.93,"Metal boxes, cartons, cases (including roll-offs)",80000,Trash Compactor,2x Week,vnd-4,Waste Management,Disposal,Level 1 - High,Waste Management,Clearview Landfill,85.7,850.0,41.85,75.0,0.0,0.0,966.85,950.0,51.15,85.0,0.0,0.0,1086.15,0,119.3,
410738,15,2025-04-03,submitted,jsmith,cli-3,Stellantis,site-8,Sterling Heights,Midwest,wt-1,Trash,Non Haz,Landfill,,,,,,,,,No,4.62,Ton,2000.0,9240.0,4191.2,42CY Compactor,16000,Loading Dock B,3x Week,vnd-3,Republic Services,Disposal,Level 1 - High,Republic Services,Republic Services #721,45.2,525.0,438.9,45.0,0.0,0.0,1008.9,600.0,508.2,50.0,0.0,0.0,1158.2,0,149.3,Scheduled pickup
410739,16,2025-04-05,submitted,mchen,cli-3,Stellantis,site-8,Sterling Heights,Midwest,wt-4,Cardboard/OCC,Recycling,Recycling,,,,,,,,,No,11.11,Ton,2000.0,22220.0,10078.83,Trailer,16000,Recycling Bay,On Call,vnd-9,Pratt Industries,Recycler,Level 2 - Medium,Pratt Industries,Republic Services #721,45.2,0.0,55.55,0.0,0.0,0.0,55.55,0.0,0.0,0.0,0.0,0.0,-1714.5,1714.5,-1770.05,
410740,17,2025-04-06,submitted,ajohnson,cli-4,Ford Motor Company,site-10,Dearborn Plant,Midwest,wt-20,Paint Booth Mopping,Non Haz,Landfill,,,,,,,,,No,5.04,DM,459.0,2313.36,1049.32,"Metal drums, barrels, kegs",3000,Paint Shop,On Call,vnd-6,Heritage Environmental,Disposal,Level 1 - High,Heritage Environmental,Heritage Thermal Services,120.3,350.0,1008.0,40.0,20.0,0.0,1418.0,425.0,1209.6,50.0,25.0,0.0,1709.6,0,291.6,
410741,18,2025-04-07,submitted,sroberts,cli-4,Ford Motor Company,site-10,Dearborn Plant,Midwest,wt-22,Pallets (Wood),Recycling,Recycling,,,,,,,,,No,1.01,Lb,12000.0,12120.0,5497.55,Dump truck,15000,Yard,Once a Month,vnd-14,Millennium Recycling,Recycler,Level 1 - High,Millennium Recycling,Clearview Landfill,85.7,200.0,0.0,25.0,0.0,0.0,225.0,250.0,0.0,30.0,0.0,0.0,-174.5,454.5,-399.5,
410742,1,2025-04-09,pending,jsmith,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-1,Trash,Non Haz,Landfill,,,,,,,,,No,4.2,Ton,2000.0,8400.0,3810.18,30CY Roll Off,2500,Dock 10,On Call,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,450.98,456.04,0.0,0.0,0.0,907.02,275.0,378.0,0.0,0.0,0.0,653.0,0,-254.02,Emergency cleanup
410743,2,2025-04-10,submitted,mchen,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-1,Trash,Non Haz,Landfill,,,,,,,,,No,3.98,Ton,2000.0,7960.0,3610.6,42CY Compactor,16000,Dock 10,2x Week,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,450.98,432.15,0.0,0.0,0.0,883.13,275.0,358.2,0.0,0.0,0.0,633.2,0,-249.93,
410744,3,2025-04-05,submitted,ajohnson,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-1,Trash,Non Haz,Landfill,,,,,,,,,No,2.07,Ton,2000.0,4140.0,1877.87,30CY Roll Off,2500,Trash Room,On Call,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,450.98,224.76,0.0,0.0,0.0,675.74,275.0,186.3,0.0,0.0,0.0,461.3,0,-214.44,
410745,4,2025-04-06,submitted,sroberts,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-2,Filter Cake,Non Haz,Landfill,,,,,,,,,No,9.29,Ton,2000.0,18580.0,8427.76,30CY Roll Off,16000,WWT,On Call,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,717.46,749.8,0.0,0.0,122.97,1590.23,400.0,418.05,0.0,0.0,75.0,893.05,0,-697.18,
410746,5,2025-04-07,submitted,jsmith,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-2,Filter Cake,Non Haz,Landfill,,,,,,,,,No,8.68,Ton,2000.0,17360.0,7874.37,30CY Roll Off,16000,WWT,On Call,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,717.46,700.56,0.0,0.0,122.97,1540.99,400.0,390.6,0.0,0.0,75.0,865.6,0,-675.39,Scheduled pickup
410747,6,2025-04-09,pending,mchen,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-3,Paint Filter,Non Haz,Landfill,,,,,,,,,No,2.72,Ton,2000.0,5440.0,2467.55,30CY Roll Off,2000,WWT,On Call,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,717.46,219.53,0.0,0.0,122.97,1059.96,400.0,122.4,0.0,0.0,75.0,597.4,0,-462.56,
410748,7,2025-04-10,submitted,ajohnson,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-4,Cardboard/OCC,Recycling,Recycling,,,,,,,,,No,11.46,Ton,2000.0,22920.0,10396.35,Trailer,16000,Trash Room,On Call,vnd-5,Domtar / New Indy,Recycler,Level 2 - Medium,New Indy,Kingsport Packaging,281.5,0.0,85.95,0.0,0.0,0.0,85.95,0.0,0.0,0.0,0.0,0.0,-1776.3,1776.3,-1862.25,
019928794FLE,8,2025-04-12,submitted,sroberts,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-5,MEK,Hazardous Waste,Incineration,41587,"D001, F005",G06,W209,H040,08 01 11*,,,Yes,7.02,DM,420.0,2948.4,1337.37,55gal Drum,420,Drum Pad,On Call,vnd-2,Safety Kleen,Disposal,Level 1 - High,Safety Kleen,Safety Kleen Nashville,26.9,30.0,877.5,0.0,0.0,0.0,907.5,0.0,0.0,0.0,0.0,0.0,0.0,0,-907.5,
019928795FLE,9,2025-04-13,submitted,jsmith,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-6,Paint and Solvent,Hazardous Waste,Incineration,41588,"D001, F005",G06,W209,H040,08 01 11*,,,Yes,5.92,DM,420.0,2486.4,1127.81,55gal Drum,420,Drum Pad,On Call,vnd-2,Safety Kleen,Disposal,Level 1 - High,Safety Kleen,Safety Kleen Nashville,26.9,30.0,740.0,0.0,0.0,0.0,770.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-770.0,
019928796FLE,10,2025-04-07,submitted,mchen,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-7,Paint Solids,Hazardous Waste,Incineration,41589,"D001, F005",G06,W209,H040,08 01 11*,,,Yes,3.64,DM,300.0,1092.0,495.32,55gal Drum,2000,Drum Pad,On Call,vnd-2,Safety Kleen,Disposal,Level 1 - High,Safety Kleen,Safety Kleen Nashville,26.9,30.0,1547.0,0.0,0.0,0.0,1577.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1577.0,
410752,11,2025-04-09,pending,ajohnson,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-8,Ceramic Balls,Non Haz,Recycling,41590,,,,,,,,No,3.24,DM,550.0,1782.0,808.3,55gal Drum,550,Drum Pad,On Call,vnd-2,Safety Kleen,Disposal,Level 1 - High,Safety Kleen,Safety Kleen Nashville,26.9,0.0,4322.26,0.0,0.0,0.0,4322.26,0.0,0.0,0.0,0.0,0.0,0.0,0,-4322.26,
019928798FLE,12,2025-04-10,submitted,sroberts,cli-2,General Motors,site-6,MPS Plant 550781,Midwest,wt-9,Broken Battery,Hazardous Waste,Recycling,,,,,,,RE,M93,Yes,1.25,Lb,105.0,131.25,59.53,"Fiberboard or plastic drums, barrels, kegs",500,Waste Dock,On Call,vnd-3,Republic Services,Disposal,Level 1 - High,Republic Services,Republic Services #721,45.2,150.0,106.25,25.0,0.0,0.0,281.25,200.0,125.0,30.0,0.0,0.0,355.0,0,73.75,
019928799FLE,13,2025-04-12,submitted,jsmith,cli-2,General Motors,site-6,MPS Plant 550781,Midwest,wt-10,Washer Fluid,Hazardous Waste,Fuel Blending,,,,,,,ER,M56,Yes,0.82,Lb,459.0,376.38,170.72,"Metal drums, barrels, kegs",1000,Chemical Storage,On Call,vnd-6,Heritage Environmental,Disposal,Level 1 - High,Heritage Environmental,Heritage Thermal Services,120.3,200.0,123.0,30.0,15.0,0.0,368.0,250.0,143.5,35.0,20.0,0.0,448.5,0,80.5,Scheduled pickup
410755,14,2025-04-13,submitted,mchen,cli-2,General Motors,site-6,MPS Plant 550781,Midwest,wt-1,Trash,Non Haz,Landfill,,,,,,,LF,M64,No,0.99,Lb,70780.0,70072.2,31784.25,"Metal boxes, cartons, cases (including roll-offs)",80000,Trash Compactor,2x Week,vnd-4,Waste Management,Disposal,Level 1 - High,Waste Management,Clearview Landfill,85.7,850.0,44.55,75.0,0.0,0.0,969.55,950.0,54.45,85.0,0.0,0.0,1089.45,0,119.9,
410756,15,2025-04-14,submitted,ajohnson,cli-3,Stellantis,site-8,Sterling Heights,Midwest,wt-1,Trash,Non Haz,Landfill,,,,,,,,,No,4.87,Ton,2000.0,9740.0,4417.99,42CY Compactor,16000,Loading Dock B,3x Week,vnd-3,Republic Services,Disposal,Level 1 - High,Republic Services,Republic Services #721,45.2,525.0,462.65,45.0,0.0,0.0,1032.65,600.0,535.7,50.0,0.0,0.0,1185.7,0,153.05,
410757,16,2025-04-16,pending,sroberts,cli-3,Stellantis,site-8,Sterling Heights,Midwest,wt-4,Cardboard/OCC,Recycling,Recycling,,,,,,,,,No,6.39,Ton,2000.0,12780.0,5796.92,Trailer,16000,Recycling Bay,On Call,vnd-9,Pratt Industries,Recycler,Level 2 - Medium,Pratt Industries,Republic Services #721,45.2,0.0,31.95,0.0,0.0,0.0,31.95,0.0,0.0,0.0,0.0,0.0,-985.5,985.5,-1017.45,
